Product N,Medication Code,Product Name,Sub Category 1,Sub Category 2,Product ID,Formulation,Strength,Base Rate,NHIA App,NHIA Claim Co-Payment,Claim Amount,NHIA Claim,Bill Effective,Insurance Covered,Is Active
Miconazole Cream (MICONACR1 | Miconazole Cream),MICONACR1,Miconazole Cream,4,Pharmacy,385,Cream,0.02,40,,0,38.5,,1/3/2025,yes,TRUE
Miconazole Ovule  (MICONAVP1 | Miconazole Ovule ),MICONAVP1,Miconazole Ovule  (MICONAVP1 | Miconazole Ovule ),4,Pharmacy,387,Pessary,400 mg,8,,0,46.2,,1/3/2025,yes,TRUE
MICRO PIPETTE 100-1000 (NA | NA) (1289 | MICRO PIPETTE 100-1000 (NA | NA)),1289,MICRO PIPETTE 100-1000 (NA | NA),7,Laboratory Consumables,1289,,,0,,0,,,,no,TRUE
MICRO PIPETTE 20-200 (NA | NA) (1288 | MICRO PIPETTE 20-200 (NA | NA)),1288,MICRO PIPETTE 20-200 (NA | NA),7,Laboratory Consumables,1288,,,0,,0,,,,no,TRUE
MICROSCOPE OLYMPUS (NA | MICROSCOPE OLYMPUS) (1038 | MICROSCOPE OLYMPUS (NA | MICROSCOPE OLYMPUS)),1038,MICROSCOPE OLYMPUS (NA | MICROSCOPE OLYMPUS),11,Non-Consumables,1038,,,0,,0,,,,no,TRUE
MICROSCOPE SLIDES (NA | MICROSCOPE SLIDES) (687 | MICROSCOPE SLIDES (NA | MICROSCOPE SLIDES)),687,MICROSCOPE SLIDES (NA | MICROSCOPE SLIDES),7,Laboratory Consumables,687,,,0,,0,,,,no,TRUE
Midazolam  (15 mg) (MIDAZOTA1 | Midazolam ),MIDAZOTA1,Midazolam  (15 mg) (MIDAZOTA1 | Midazolam ),4,Pharmacy,389,Tablet,15 mg,0,,0,13.89,,1/3/2025,yes,TRUE
Midazolam Injection 5mg/ml (MIDAZOIN1 | Midazolam Injection 5mg/ml),MIDAZOIN1,Midazolam Injection 5mg/ml,4,Pharmacy,388,Injection,5 mg/5mL,65,,20,70.13,,1/3/2025,yes,TRUE
MISOPROSTOL(CYTOTEC) VAGINAL  (M000576 | MISOPROSTOL(CYTOTEC) VAGINAL ) (574 | MISOPROSTOL(CYTOTEC) VAGINAL  (M000576 | MISOPROSTOL(CYTOTEC) VAGINAL )),574,MISOPROSTOL(CYTOTEC) VAGINAL  (M000576 | MISOPROSTOL(CYTOTEC) VAGINAL ),4,Pharmacy,574,Tablet,200MCG,8.25,,0,,,,no,TRUE
MOB BUCKET (NA | MOB BUCKET) (904 | MOB BUCKET (NA | MOB BUCKET)),904,MOB BUCKET (NA | MOB BUCKET),10,Stationery,904,,,0,,0,,,,no,TRUE
MOBILE DISPENSER WITH STAND (NA | MOBILE DISPENSER WITH STAND) (1039 | MOBILE DISPENSER WITH STAND (NA | MOBILE DISPENSER WITH STAND)),1039,MOBILE DISPENSER WITH STAND (NA | MOBILE DISPENSER WITH STAND),11,Non-Consumables,1039,,,0,,0,,,,no,TRUE
MOBILE PHONE (NA | NA) (1240 | MOBILE PHONE (NA | NA)),1240,MOBILE PHONE (NA | NA),9,Non-Drug Consumables,1240,,,0,,0,,,,no,TRUE
MOBILE PHONE (NA | NA) (1339 | MOBILE PHONE (NA | NA)),1339,MOBILE PHONE (NA | NA),11,Non-Consumables,1339,,,0,,0,,,,no,TRUE
MONTHLY MICROBIOLOGY RETURNS DATA FORM (NA | MONTHLY MICROBIOLOGY RETURNS DATA FORM) (905 | MONTHLY MICROBIOLOGY RETURNS DATA FORM (NA | MONTHLY MICROBIOLOGY RETURNS DATA FORM)),905,MONTHLY MICROBIOLOGY RETURNS DATA FORM (NA | MONTHLY MICROBIOLOGY RETURNS DATA FORM),10,Stationery,905,,,0,,0,,,,no,TRUE
MONTHLY MIDWIVES RETURNS FORM (NA | MONTHLY MIDWIVES RETURNS FORM) (906 | MONTHLY MIDWIVES RETURNS FORM (NA | MONTHLY MIDWIVES RETURNS FORM)),906,MONTHLY MIDWIVES RETURNS FORM (NA | MONTHLY MIDWIVES RETURNS FORM),10,Stationery,906,,,0,,0,,,,no,TRUE
MONTHLY RETURNS ON SURGICAL OPERATIONS (NA | MONTHLY RETURNS ON SURGICAL OPERATIONS) (907 | MONTHLY RETURNS ON SURGICAL OPERATIONS (NA | MONTHLY RETURNS ON SURGICAL OPERATIONS)),907,MONTHLY RETURNS ON SURGICAL OPERATIONS (NA | MONTHLY RETURNS ON SURGICAL OPERATIONS),10,Stationery,907,,,0,,0,,,,no,TRUE
Morphine Injection 10mg/ml (MORPHIIN1 | Morphine Injection 10mg/ml),MORPHIIN1,Morphine Injection 10mg/ml,4,Pharmacy,390,Injection,10 mg/mL,43,,20,21.97,,1/3/2025,yes,TRUE
Morphine Sulphate  (30 mg SR) (MORSULTA2 | Morphine Sulphate ),MORSULTA2,Morphine Sulphate  (30 mg SR) (MORSULTA2 | Morphine Sulphate ),4,Pharmacy,393,Tablet,30 mg SR,0,,0,8.83,,1/3/2025,yes,TRUE
Morphine Sulphate  (MORSULTA1 | Morphine Sulphate ),MORSULTA1,Morphine Sulphate  (MORSULTA1 | Morphine Sulphate ),4,Pharmacy,392,Tablet,10 mg SR,0,,0,5.61,,1/3/2025,yes,TRUE
MORTUARY REQUEST & ASSESMENT FORM (NA | MORTUARY REQUEST & ASSESMENT FORM) (908 | MORTUARY REQUEST & ASSESMENT FORM (NA | MORTUARY REQUEST & ASSESMENT FORM)),908,MORTUARY REQUEST & ASSESMENT FORM (NA | MORTUARY REQUEST & ASSESMENT FORM),10,Stationery,908,,,0,,0,,,,no,TRUE
MOSQUITO NET (NA | NA) (1237 | MOSQUITO NET (NA | NA)),1237,MOSQUITO NET (NA | NA),9,Non-Drug Consumables,1237,,,0,,0,,,,no,TRUE
MOSQUITO SPRAY (NA | MOSQUITO SPRAY) (794 | MOSQUITO SPRAY (NA | MOSQUITO SPRAY)),794,MOSQUITO SPRAY (NA | MOSQUITO SPRAY),9,Non-Drug Consumables,794,,,0,,0,,,,no,TRUE
MOTHER MONITERING CHART (NA | MOTHER MONITERING CHART) (909 | MOTHER MONITERING CHART (NA | MOTHER MONITERING CHART)),909,MOTHER MONITERING CHART (NA | MOTHER MONITERING CHART),10,Stationery,909,,,0,,0,,,,no,TRUE
MUAC TAPES (NA | NA) (1282 | MUAC TAPES (NA | NA)),1282,MUAC TAPES (NA | NA),9,Non-Drug Consumables,1282,,,0,,0,,,,no,TRUE
MULTIVITAMIN + MINERALS (M000577 | MULTIVITAMIN + MINERALS),M000577,MULTIVITAMIN + MINERALS (M000577 | MULTIVITAMIN + MINERALS),4,Pharmacy,575,Tablet,,1,,0,,,,no,TRUE
Multivitamin Drops (MULTIVDR1 | Multivitamin Drops),MULTIVDR1,Multivitamin Drops (MULTIVDR1 | Multivitamin Drops),4,Pharmacy,394,Drops,,0,,0,24.2,,1/3/2025,yes,TRUE
Multivitamin Syrup (MULTIVSY1 | Multivitamin Syrup),MULTIVSY1,Multivitamin Syrup,4,Pharmacy,395,Syrup,,9,,1,8.1,,1/3/2025,yes,TRUE
Multivitamin Tablet (MULTIVTA1 | Multivitamin Tablet),MULTIVTA1,Multivitamin Tablet (MULTIVTA1 | Multivitamin Tablet),4,Pharmacy,1319,Tablet,,0.08,,0,,,,no,TRUE
MVA KITS (NA | MVA KITS) (1041 | MVA KITS (NA | MVA KITS)),1041,MVA KITS (NA | MVA KITS),11,Non-Consumables,1041,,,0,,0,,,,no,TRUE
Naloxone Injection 400mcg/ml (NALOXOIN1 | Naloxone Injection 400mcg/ml),NALOXOIN1,Naloxone Injection 400mcg/ml,4,Pharmacy,397,Injection,400 microgram/mL in 1mL,55,,20,28.55,,1/3/2025,yes,TRUE
NAME TAG VARIOUS (NA | NAME TAG VARIOUS) (1042 | NAME TAG VARIOUS (NA | NAME TAG VARIOUS)),1042,NAME TAG VARIOUS (NA | NAME TAG VARIOUS),11,Non-Consumables,1042,,,0,,0,,,,no,TRUE
NASAL PRONG  L (NA | NASAL PRONG  L) (795 | NASAL PRONG  L (NA | NASAL PRONG  L)),795,NASAL PRONG  L (NA | NASAL PRONG  L),9,Non-Drug Consumables,795,,,0,,0,,,,no,TRUE
NASAL PRONG  M (NA | NASAL PRONG  M) (796 | NASAL PRONG  M (NA | NASAL PRONG  M)),796,NASAL PRONG  M (NA | NASAL PRONG  M),9,Non-Drug Consumables,796,,,0,,0,,,,no,TRUE
NASAL PRONG INFANT (NA | NASAL PRONG INFANT) (797 | NASAL PRONG INFANT (NA | NASAL PRONG INFANT)),797,NASAL PRONG INFANT (NA | NASAL PRONG INFANT),9,Non-Drug Consumables,797,,,0,,0,,,,no,TRUE
NASAL PRONGS NEONATAL (NA | NA) (1375 | NASAL PRONGS NEONATAL (NA | NA)),1375,NASAL PRONGS NEONATAL (NA | NA),9,Non-Drug Consumables,1375,,,0,,0,,,,no,TRUE
NEBULIZER KITS (NA | NA) (1371 | NEBULIZER KITS (NA | NA)),1371,NEBULIZER KITS (NA | NA),9,Non-Drug Consumables,1371,,,0,,0,,,,no,TRUE
NEBULIZER MACHINE (NA | NEBULIZER MACHINE) (1043 | NEBULIZER MACHINE (NA | NEBULIZER MACHINE)),1043,NEBULIZER MACHINE (NA | NEBULIZER MACHINE),11,Non-Consumables,1043,,,0,,0,,,,no,TRUE
NEBULIZER MASK LARGE (NA | NA) (1373 | NEBULIZER MASK LARGE (NA | NA)),1373,NEBULIZER MASK LARGE (NA | NA),9,Non-Drug Consumables,1373,,,0,,0,,,,no,TRUE
NEBULIZER MASK MEDIUM (NA | NA) (1372 | NEBULIZER MASK MEDIUM (NA | NA)),1372,NEBULIZER MASK MEDIUM (NA | NA),9,Non-Drug Consumables,1372,,,0,,0,,,,no,TRUE
NEEDLE HOLDER #6 (NA | NEEDLE HOLDER #6) (1044 | NEEDLE HOLDER #6 (NA | NEEDLE HOLDER #6)),1044,NEEDLE HOLDER #6 (NA | NEEDLE HOLDER #6),11,Non-Consumables,1044,,,0,,0,,,,no,TRUE
NEOHYCOLEX EYE/EAR/NOSE  (M000578 | NEOHYCOLEX EYE/EAR/NOSE ),M000578,NEOHYCOLEX EYE/EAR/NOSE  (M000578 | NEOHYCOLEX EYE/EAR/NOSE ),4,Pharmacy,576,0,25UNITS,47,,0,,,,no,TRUE
Neomycin (NEOMYCTA1 | Neomycin),NEOMYCTA1,Neomycin (NEOMYCTA1 | Neomycin),4,Pharmacy,398,Tablet,500 mg,0,,0,55,,1/3/2025,yes,TRUE
Neostigmine Bromide  (NEOBROTA1 | Neostigmine Bromide ),NEOBROTA1,Neostigmine Bromide  (NEOBROTA1 | Neostigmine Bromide ),4,Pharmacy,399,Tablet,15 mg,0,,0,5.88,,1/2/2023,yes,TRUE
Neostigmine Injection 2.5mg (NEOSTIIN1 | Neostigmine Injection 2.5mg),NEOSTIIN1,Neostigmine Injection 2.5mg,4,Pharmacy,400,Injection,2.5 mg/mL,30,,5,27.5,,1/3/2025,yes,TRUE
NEW BORN EXAMINATION FORM (NA | NA) (1385 | NEW BORN EXAMINATION FORM (NA | NA)),1385,NEW BORN EXAMINATION FORM (NA | NA),10,Stationery,1385,,,0,,0,,,,no,TRUE
Nifedipine (30 mg GITS) (NIFEDITA3 | Nifedipine ) (Tablet) (Tablet),NIFEDITA3,Nifedipine (30 mg GITS) (NIFEDITA3 | Nifedipine ) (Tablet) (Tablet),4,Pharmacy,404,Tablet,30 mg GITS,0.4,,0,0.3,,1/3/2025,yes,TRUE
nifedipine 20mg (NA | NA) (1314 | nifedipine 20mg (NA | NA)),1314,nifedipine 20mg (NA | NA),4,Pharmacy,1314,0,,0,,0,,,,no,TRUE
Nifedipine Tablet 20mg (NIFEDITA2 | Nifedipine Tablet 20mg),NIFEDITA2,Nifedipine Tablet 20mg,4,Pharmacy,403,Tablet,20 mg SR,0.18,,0,0.2,,1/3/2025,yes,TRUE
Nifedipine Tablet 30mg (GITS | Nifedipine Tablet 30mg),GITS,Nifedipine Tablet 30mg,,Pharmacy,,Tablet,30 mg,0.5,,0.1,0.3,,1/3/2025,yes,TRUE
Nitrofurantoin  (NITROFTA1 | Nitrofurantoin ),NITROFTA1,Nitrofurantoin  (NITROFTA1 | Nitrofurantoin ),4,Pharmacy,405,Tablet,100 mg,0,,0,4.18,,1/3/2025,yes,TRUE
NIVEA CREAM (NA | NIVEA CREAM) (1045 | NIVEA CREAM (NA | NIVEA CREAM)),1045,NIVEA CREAM (NA | NIVEA CREAM),11,Non-Consumables,1045,,,0,,0,,,,no,TRUE
Norethisterone  (NORETHTA1 | Norethisterone ),NORETHTA1,Norethisterone  (NORETHTA1 | Norethisterone ),4,Pharmacy,406,Tablet,5 mg,0,,0,1.56,,1/2/2023,yes,TRUE
Nostamine Eye/Nose Drops (M000658 | NA),M000658,Nostamine Eye/Nose Drops (M000658 | NA),4,Pharmacy,1186,0,,44,,0,,,,no,TRUE
NULL (NULL | NULL),NULL,NULL,4,Pharmacy,240,Capsule,40 mg,0,,0,3.4,,1/3/2025,no,TRUE
NURSES CAP(DISP) (NA | NURSES CAP(DISP)) (602 | NURSES CAP(DISP) (NA | NURSES CAP(DISP))),602,NURSES CAP(DISP) (NA | NURSES CAP(DISP)),5,Consumables,602,,,0.3,,0,,,,no,TRUE
NURSES NOTE (NA | NURSES NOTE) (910 | NURSES NOTE (NA | NURSES NOTE)),910,NURSES NOTE (NA | NURSES NOTE),10,Stationery,910,,,0,,0,,,,no,TRUE
NURSES TREATMENT SHEET (NA | NA) (1384 | NURSES TREATMENT SHEET (NA | NA)),1384,NURSES TREATMENT SHEET (NA | NA),10,Stationery,1384,,,0,,0,,,,no,TRUE
NURSING AND MIDWIFERY WARD AUDIT TOOL (NA | NURSING AND MIDWIFERY WARD AUDIT TOOL) (911 | NURSING AND MIDWIFERY WARD AUDIT TOOL (NA | NURSING AND MIDWIFERY WARD AUDIT TOOL)),911,NURSING AND MIDWIFERY WARD AUDIT TOOL (NA | NURSING AND MIDWIFERY WARD AUDIT TOOL),10,Stationery,911,,,0,,0,,,,no,TRUE
NYLON 1 (NA | NA) (1123 | NYLON 1 (NA | NA)),1123,NYLON 1 (NA | NA),5,Consumables,1123,,,0,,0,,,,no,TRUE
"Nystatin  (100,000 IU/mL) (NYSTATSU1 | Nystatin )",NYSTATSU1,"Nystatin  (100,000 IU/mL) (NYSTATSU1 | Nystatin )",4,Pharmacy,409,Suspension,"100,000 IU/mL",0,,0,71.17,,1/3/2025,yes,TRUE
"Nystatin  (500,000 IU) (NYSTATTA2 | Nystatin )",NYSTATTA2,"Nystatin  (500,000 IU) (NYSTATTA2 | Nystatin )",4,Pharmacy,410,Tablet,"500,000 IU",0,,0,36.14,,1/3/2025,yes,TRUE
Nystatin  (NYSTATOI1 | Nystatin ),NYSTATOI1,Nystatin  (NYSTATOI1 | Nystatin ),4,Pharmacy,407,Ointment,"100,000 IU",0,,0,25.74,,1/3/2025,yes,TRUE
"Nystatin (100,000 IU) (NYSTATTA1 | Nystatin)",NYSTATTA1,"Nystatin (100,000 IU) (NYSTATTA1 | Nystatin)",4,Pharmacy,408,Pessary,"100,000 IU",0,,0,52.71,,1/3/2025,yes,TRUE
OBSERVATION CHART (NA | OBSERVATION CHART) (912 | OBSERVATION CHART (NA | OBSERVATION CHART)),912,OBSERVATION CHART (NA | OBSERVATION CHART),10,Stationery,912,,,0,,0,,,,no,TRUE
OBSTETRIC ADMISSION FORM (NEW BORN) (NA | OBSTETRIC ADMISSION FORM (NEW BORN)) (913 | OBSTETRIC ADMISSION FORM (NEW BORN) (NA | OBSTETRIC ADMISSION FORM (NEW BORN))),913,OBSTETRIC ADMISSION FORM (NEW BORN) (NA | OBSTETRIC ADMISSION FORM (NEW BORN)),10,Stationery,913,,,0,,0,,,,no,TRUE
OBSTETRICS ADMISSION FORM 1 & 2 (NA | OBSTETRICS ADMISSION FORM 1 & 2) (914 | OBSTETRICS ADMISSION FORM 1 & 2 (NA | OBSTETRICS ADMISSION FORM 1 & 2)),914,OBSTETRICS ADMISSION FORM 1 & 2 (NA | OBSTETRICS ADMISSION FORM 1 & 2),10,Stationery,914,,,0,,0,,,,no,TRUE
OFFICE CABINET (NA | OFFICE CABINET) (798 | OFFICE CABINET (NA | OFFICE CABINET)),798,OFFICE CABINET (NA | OFFICE CABINET),9,Non-Drug Consumables,798,,,0,,0,,,,no,TRUE
OFFICE CHAIR (NA | OFFICE CHAIR) (1046 | OFFICE CHAIR (NA | OFFICE CHAIR)),1046,OFFICE CHAIR (NA | OFFICE CHAIR),11,Non-Consumables,1046,,,0,,0,,,,no,TRUE
OFFICE TABLES VARIOUS (NA | OFFICE TABLES VARIOUS) (1047 | OFFICE TABLES VARIOUS (NA | OFFICE TABLES VARIOUS)),1047,OFFICE TABLES VARIOUS (NA | OFFICE TABLES VARIOUS),11,Non-Consumables,1047,,,0,,0,,,,no,TRUE
OFFICE TRAY (NA | OFFICE TRAY) (915 | OFFICE TRAY (NA | OFFICE TRAY)),915,OFFICE TRAY (NA | OFFICE TRAY),10,Stationery,915,,,0,,0,,,,no,TRUE
OIL IMMERSION (NA | OIL IMMERSION) (658 | OIL IMMERSION (NA | OIL IMMERSION)),658,OIL IMMERSION (NA | OIL IMMERSION),7,Laboratory Consumables,658,,,0,,0,,,,no,TRUE
Olanzapine  (M000664 | Olanzapine),M000664,Olanzapine  (M000664 | Olanzapine),4,Pharmacy,1246,Tablet,5mg,0,,0,,,,no,TRUE
OLANZAPINE (1 BLISTER PACK) (M000579 | OLANZAPINE (1 BLISTER PACK)) (577 | OLANZAPINE (1 BLISTER PACK) (M000579 | OLANZAPINE (1 BLISTER PACK))),577,OLANZAPINE (1 BLISTER PACK) (M000579 | OLANZAPINE (1 BLISTER PACK)),4,Pharmacy,577,Tablet,10MG,0,,0,,,,no,TRUE
OLOPATADINE EYE  (M000580 | OLOPATADINE EYE ),M000580,OLOPATADINE EYE  (M000580 | OLOPATADINE EYE ),4,Pharmacy,578,0,0.01 in 10ML,21,,0,,,,no,TRUE
Omeprazole  (OMEPRATA1 | Omeprazole ),OMEPRATA1,Omeprazole  (OMEPRATA1 | Omeprazole ),4,Pharmacy,412,Tablet,20 mg,0.5,,0,0.23,,1/3/2025,yes,TRUE
Omeprazole Capsule 20mg (OMEPRATA1 | Omeprazole Capsule 20mg),OMEPRATA1,Omeprazole Capsule 20mg,4,Pharmacy,239,Capsule,20 mg,0,,0,1.98,,1/3/2025,yes,TRUE
Omeprazole Injection 40mg (OMEPRAIN2 | Omeprazole Injection 40mg),OMEPRAIN2,Omeprazole Injection 40mg,4,Pharmacy,411,Injection,40 mg,25,,0,19.8,,1/3/2025,yes,TRUE
Ondansetrone  (ONDANSTA1 | Ondansetrone ),ONDANSTA1,Ondansetrone  (ONDANSTA1 | Ondansetrone ),4,Pharmacy,413,Tablet,4 mg,0,,0,4.62,,1/2/2023,yes,TRUE
OPD NURSING ASSESMENT SHEET (NA | OPD NURSING ASSESMENT SHEET) (916 | OPD NURSING ASSESMENT SHEET (NA | OPD NURSING ASSESMENT SHEET)),916,OPD NURSING ASSESMENT SHEET (NA | OPD NURSING ASSESMENT SHEET),10,Stationery,916,,,0,,0,,,,no,TRUE
OPERATION LAMP (NA | NA) (1327 | OPERATION LAMP (NA | NA)),1327,OPERATION LAMP (NA | NA),11,Non-Consumables,1327,,,0,,0,,,,no,TRUE
OPHTHALMOSCOPE BULB (NA | OPHTHALMOSCOPE BULB) (1048 | OPHTHALMOSCOPE BULB (NA | OPHTHALMOSCOPE BULB)),1048,OPHTHALMOSCOPE BULB (NA | OPHTHALMOSCOPE BULB),11,Non-Consumables,1048,,,0,,0,,,,no,TRUE
ORAL QUICK (NA | ORAL QUICK) (1049 | ORAL QUICK (NA | ORAL QUICK)),1049,ORAL QUICK (NA | ORAL QUICK),11,Non-Consumables,1049,,,0,,0,,,,no,TRUE
Oral Rehydration Salt (ORRESAPO1 | Oral Rehydration Salt),ORRESAPO1,Oral Rehydration Salt,4,Pharmacy,414,Powder,,2,,0.5,1.47,,1/3/2025,yes,TRUE
ORIGINAL DESIGNER FRAMES (NA | ORIGINAL DESIGNER FRAMES) (1050 | ORIGINAL DESIGNER FRAMES (NA | ORIGINAL DESIGNER FRAMES)),1050,ORIGINAL DESIGNER FRAMES (NA | ORIGINAL DESIGNER FRAMES),11,Non-Consumables,1050,,,0,,0,,,,no,TRUE
OTOSCOPE (NA | OTOSCOPE) (799 | OTOSCOPE (NA | OTOSCOPE)),799,OTOSCOPE (NA | OTOSCOPE),9,Non-Drug Consumables,799,,,0,,0,,,,no,TRUE
OUT PATIENT DEPARTMENT NURSING AUDIT TOOL (NA | OUT PATIENT DEPARTMENT NURSING AUDIT TOOL) (917 | OUT PATIENT DEPARTMENT NURSING AUDIT TOOL (NA | OUT PATIENT DEPARTMENT NURSING AUDIT TOOL)),917,OUT PATIENT DEPARTMENT NURSING AUDIT TOOL (NA | OUT PATIENT DEPARTMENT NURSING AUDIT TOOL),10,Stationery,917,,,0,,0,,,,no,TRUE
OXYGEN CONCENTRATOR (NA | OXYGEN CONCENTRATOR) (1051 | OXYGEN CONCENTRATOR (NA | OXYGEN CONCENTRATOR)),1051,OXYGEN CONCENTRATOR (NA | OXYGEN CONCENTRATOR),11,Non-Consumables,1051,,,0,,0,,,,no,TRUE
OXYGEN CONNECTING TUBE (NA | NA) (1280 | OXYGEN CONNECTING TUBE (NA | NA)),1280,OXYGEN CONNECTING TUBE (NA | NA),9,Non-Drug Consumables,1280,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 1.5KG (NA | NA) (1333 | OXYGEN CYLINDER 1.5KG (NA | NA)),1333,OXYGEN CYLINDER 1.5KG (NA | NA),9,Non-Drug Consumables,1333,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 2.0KG (NA | NA) (1318 | OXYGEN CYLINDER 2.0KG (NA | NA)),1318,OXYGEN CYLINDER 2.0KG (NA | NA),9,Non-Drug Consumables,1318,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 3.0KG (NA | NA) (1265 | OXYGEN CYLINDER 3.0KG (NA | NA)),1265,OXYGEN CYLINDER 3.0KG (NA | NA),9,Non-Drug Consumables,1265,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 4.0KG (NA | NA) (1261 | OXYGEN CYLINDER 4.0KG (NA | NA)),1261,OXYGEN CYLINDER 4.0KG (NA | NA),9,Non-Drug Consumables,1261,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 4.5KG (NA | NA) (1262 | OXYGEN CYLINDER 4.5KG (NA | NA)),1262,OXYGEN CYLINDER 4.5KG (NA | NA),9,Non-Drug Consumables,1262,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 6.0KG (NA | NA) (1263 | OXYGEN CYLINDER 6.0KG (NA | NA)),1263,OXYGEN CYLINDER 6.0KG (NA | NA),9,Non-Drug Consumables,1263,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 6.5KG (NA | NA) (1264 | OXYGEN CYLINDER 6.5KG (NA | NA)),1264,OXYGEN CYLINDER 6.5KG (NA | NA),9,Non-Drug Consumables,1264,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 7.0KG (NA | NA) (1266 | OXYGEN CYLINDER 7.0KG (NA | NA)),1266,OXYGEN CYLINDER 7.0KG (NA | NA),9,Non-Drug Consumables,1266,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER 7.5KG (NA | NA) (1267 | OXYGEN CYLINDER 7.5KG (NA | NA)),1267,OXYGEN CYLINDER 7.5KG (NA | NA),9,Non-Drug Consumables,1267,,,0,,0,,,,no,TRUE
OXYGEN CYLINDER VARIOUS (NA | OXYGEN CYLINDER VARIOUS) (1056 | OXYGEN CYLINDER VARIOUS (NA | OXYGEN CYLINDER VARIOUS)),1056,OXYGEN CYLINDER VARIOUS (NA | OXYGEN CYLINDER VARIOUS),11,Non-Consumables,1056,,,0,,0,,,,no,TRUE
OXYGEN CYLINDERS (NA | OXYGEN CYLINDERS) (800 | OXYGEN CYLINDERS (NA | OXYGEN CYLINDERS)),800,OXYGEN CYLINDERS (NA | OXYGEN CYLINDERS),9,Non-Drug Consumables,800,,,0,,0,,,,no,TRUE
OXYGEN FLOWMETER (NA | OXYGEN FLOWMETER) (801 | OXYGEN FLOWMETER (NA | OXYGEN FLOWMETER)),801,OXYGEN FLOWMETER (NA | OXYGEN FLOWMETER),9,Non-Drug Consumables,801,,,0,,0,,,,no,TRUE
OXYGEN MASK (NA | OXYGEN MASK) (688 | OXYGEN MASK (NA | OXYGEN MASK)),688,OXYGEN MASK (NA | OXYGEN MASK),7,Laboratory Consumables,688,,,0,,0,,,,no,TRUE
Oxytocin Injection 10 Units/ml (OXYTOCIN2 | Oxytocin Injection 10 Units/ml),OXYTOCIN2,Oxytocin Injection 10 Units/ml,4,Pharmacy,415,Injection,10 units/mL,12,,5,10.19,,1/3/2025,yes,TRUE
Oxytocin Injection 5 Units/ml (OXYTOCIN1 | Oxytocin Injection 5 Units/ml),OXYTOCIN1,Oxytocin Injection 5 Units/ml,4,Pharmacy,416,Injection,5 units/mL,18,,0,16.47,,1/3/2025,yes,TRUE
PACK OF CLOTH (NA | NA) (1275 | PACK OF CLOTH (NA | NA)),1275,PACK OF CLOTH (NA | NA),11,Non-Consumables,1275,,,0,,0,,,,no,TRUE
Paclitaxel (PACLITIN1 | Paclitaxel),PACLITIN1,Paclitaxel (PACLITIN1 | Paclitaxel),4,Pharmacy,417,Injection,100 mg/16.7mL,0,,0,338.52,,1/2/2023,yes,TRUE
PADLOCK (NA | NA) (1389 | PADLOCK (NA | NA)),1389,PADLOCK (NA | NA),9,Non-Drug Consumables,1389,,,0,,0,,,,no,TRUE
PAPER CLIPS (NA | PAPER CLIPS) (919 | PAPER CLIPS (NA | PAPER CLIPS)),919,PAPER CLIPS (NA | PAPER CLIPS),10,Stationery,919,,,0,,0,,,,no,TRUE
PAPER ROLL (NA | NA) (1217 | PAPER ROLL (NA | NA)),1217,PAPER ROLL (NA | NA),10,Stationery,1217,,,0,,0,,,,no,TRUE
Paracetamol injection  (M000604 | Paracetamol),M000604,Paracetamol injection  (M000604 | Paracetamol),4,Pharmacy,1102,Injection,1000mg,23,,0,,,,no,TRUE
Paracetamol Suppository 125mg (PARACERE1 | Paracetamol Suppository 125mg),PARACERE1,Paracetamol Suppository 125mg,4,Pharmacy,418,Suppository,125 mg,1.6,,0,1.5,,1/3/2025,yes,TRUE
Paracetamol Suppository 250mg (PARACERE2 | Paracetamol Suppository 250mg),PARACERE2,Paracetamol Suppository 250mg,4,Pharmacy,419,Suppository,250 mg,2.5,,0,2.34,,1/3/2025,yes,TRUE
Paracetamol Syrup (PARACESY1 | Paracetamol Syrup),PARACESY1,Paracetamol Syrup,4,Pharmacy,421,Syrup,120 mg/5 mL,10,,2,8.5,,1/3/2025,yes,TRUE
Paracetamol Tablet 500mg (PARACETA1 | Paracetamol Tablet 500mg),PARACETA1,Paracetamol Tablet 500mg,4,Pharmacy,422,Tablet,500 mg,0.2,,0,0.12,,1/3/2025,yes,TRUE
Paraffin Liquid (PARAFFLI1 | Paraffin Liquid),PARAFFLI1,Paraffin Liquid (PARAFFLI1 | Paraffin Liquid),4,Pharmacy,423,Liquid,,0,,0,25.3,,1/3/2025,yes,TRUE
PARAZONE (RAW MATERIAL) (NA | PARAZONE (RAW MATERIAL)) (1057 | PARAZONE (RAW MATERIAL) (NA | PARAZONE (RAW MATERIAL))),1057,PARAZONE (RAW MATERIAL) (NA | PARAZONE (RAW MATERIAL)),11,Non-Consumables,1057,,,0,,0,,,,no,TRUE
